tree_id,sentence,has_trace,n_deps,final_labels_str,corpus
1510,no.,False,0,NONE,brown-adam3to4
1511,no no.,False,0,NONE,brown-adam3to4
1512,"open it, please.",False,0,NONE,brown-adam3to4
1513,"no, not in that, thank you.",False,0,NONE,brown-adam3to4
1514,that's an address book.,False,0,NONE,brown-adam3to4
1515,I write down how to get here.,True,1,EQ_ADJUNCT,brown-adam3to4
1516,how to get to your new house.,True,1,EQ_ADJUNCT,brown-adam3to4
1517,"yes, this is the first time *NULL* I've been here.",True,1,RC_ADJUNCT,brown-adam3to4
1518,no.,False,0,NONE,brown-adam3to4
1519,have to cut it?,False,0,NONE,brown-adam3to4
1520,why do you have to cut it?,True,1,MQ_ADJUNCT,brown-adam3to4
1521,"no, why do you have to cut it?",True,1,MQ_ADJUNCT,brown-adam3to4
1522,is there a special reason why it should be cut?,True,1,RC_ADJUNCT,brown-adam3to4
1523,what is it?,True,1,MQ_OBJ,brown-adam3to4
1524,a picture of me?,False,0,NONE,brown-adam3to4
1525,that's a nice picture of me.,False,0,NONE,brown-adam3to4
1526,you have to hold it.,False,0,NONE,brown-adam3to4
1527,that's enough.,False,0,NONE,brown-adam3to4
1528,you better cut this off?,False,0,NONE,brown-adam3to4
1529,alright.,False,0,NONE,brown-adam3to4
1530,that's enough now.,False,0,NONE,brown-adam3to4
1531,don't you think you have enough?,False,0,NONE,brown-adam3to4
1532,you're going to use a blue one?,False,0,NONE,brown-adam3to4
1533,to write on?,False,0,NONE,brown-adam3to4
1534,do you draw groceries?,False,0,NONE,brown-adam3to4
1535,why are you doing that?,True,1,MQ_ADJUNCT,brown-adam3to4
1536,"no no, Adam, you may break the pen.",False,0,NONE,brown-adam3to4
1537,"there are some blue ones and some white ones, but where are the yellow ones?",True,1,EQ_ADJUNCT,brown-adam3to4
1538,they're behind you?,False,0,NONE,brown-adam3to4
1539,would you hand them to me?,False,0,NONE,brown-adam3to4
1540,she's waiting for her coffee.,False,0,NONE,brown-adam3to4
1541,me?,False,0,NONE,brown-adam3to4
1542,of a what?,False,0,NONE,brown-adam3to4
1543,a what?,False,0,NONE,brown-adam3to4
1544,the sign says Adam Smith.,False,0,NONE,brown-adam3to4
1545,"oh, here's a little table.",False,0,NONE,brown-adam3to4
1546,"careful, not on the rug.",False,0,NONE,brown-adam3to4
1547,it's going to be what?,False,0,NONE,brown-adam3to4
1548,"not on your leg, on the paper.",False,0,NONE,brown-adam3to4
1549,can you draw a picture of a triangle?,False,0,NONE,brown-adam3to4
1550,"you do have three lines, don't you?",False,0,NONE,brown-adam3to4
1551,"oh, you had too much coffee?",False,0,NONE,brown-adam3to4
1552,you have to be careful not to drink so much.,False,0,NONE,brown-adam3to4
1553,"careful, don't drink too fast, Adam.",False,0,NONE,brown-adam3to4
1554,you don't have some too much?,False,0,NONE,brown-adam3to4
1555,was that too much that time?,False,0,NONE,brown-adam3to4
1556,no.,False,0,NONE,brown-adam3to4
1557,"don't write on the couch, dear.",False,0,NONE,brown-adam3to4
1558,do you push it like that?,False,0,NONE,brown-adam3to4
1559,would you show me how?,False,0,NONE,brown-adam3to4
1560,for skiing?,False,0,NONE,brown-adam3to4
1561,alright.,False,0,NONE,brown-adam3to4
1562,did you show Cecelia the watch?,False,0,NONE,brown-adam3to4
1563,is that late?,False,0,NONE,brown-adam3to4
1564,"oh, it's supper.",False,0,NONE,brown-adam3to4
1565,you don't need to pull it anymore.,False,0,NONE,brown-adam3to4
1566,where's the other part of it?,True,1,MQ_ADJUNCT,brown-adam3to4
1567,show Cecelia how it works.,True,1,EQ_ADJUNCT,brown-adam3to4
1568,blow.,False,0,NONE,brown-adam3to4
1569,it popped.,False,0,NONE,brown-adam3to4
1570,it said what?,False,0,NONE,brown-adam3to4
1571,oh yes.,False,0,NONE,brown-adam3to4
1572,what's that?,True,1,MQ_OBJ,brown-adam3to4
1573,"shall I take it out for you, Adam?",False,0,NONE,brown-adam3to4
1574,you're going to make a what?,False,0,NONE,brown-adam3to4
1575,a green arm?,False,0,NONE,brown-adam3to4
1576,what's a green arm?,True,1,MQ_OBJ,brown-adam3to4
1577,what do you think it was?,True,1,EQ_OBJ,brown-adam3to4
1578,yes.,False,0,NONE,brown-adam3to4
1579,was it a big one or a small one?,False,0,NONE,brown-adam3to4
1580,that was a big pop?,False,0,NONE,brown-adam3to4
1581,"you don't need another, do you?",False,0,NONE,brown-adam3to4
1582,"Adam, shall I get your scissors and you may cut some paper.",False,0,NONE,brown-adam3to4
1583,"hi, Adam.",False,0,NONE,brown-adam3to4
1584,"yes, I 'm upstairs.",False,0,NONE,brown-adam3to4
1585,I won't fall down on you.,False,0,NONE,brown-adam3to4
1586,"oh, look what you found.",True,1,EQ_OBJ,brown-adam3to4
1587,alright now.,False,0,NONE,brown-adam3to4
1588,what're you going to draw?,True,1,MQ_OBJ,brown-adam3to4
1589,what is it?,True,1,MQ_OBJ,brown-adam3to4
1590,tell you what I think it is?,True,1,EQ_OBJ,brown-adam3to4
1591,it looks like a house.,False,0,NONE,brown-adam3to4
1592,"oh, with a leg standing like that?",False,0,NONE,brown-adam3to4
1593,what is that?,True,1,MQ_OBJ,brown-adam3to4
1594,a fish next to the house?,False,0,NONE,brown-adam3to4
1595,"well, let's draw and then we'll put your pictures up.",False,0,NONE,brown-adam3to4
1596,what're you doing?,True,1,MQ_OBJ,brown-adam3to4
1597,"oh, you're going to make a magic drawing board?",False,0,NONE,brown-adam3to4
1598,you have?,False,0,NONE,brown-adam3to4
1599,alright.,False,0,NONE,brown-adam3to4
1600,don't touch the fish?,False,0,NONE,brown-adam3to4
1601,what kind of fish?,False,0,NONE,brown-adam3to4
1602,Bob fish?,False,0,NONE,brown-adam3to4
1603,"oh, an iron fish.",False,0,NONE,brown-adam3to4
1604,"oh, they're talking?",False,0,NONE,brown-adam3to4
1605,they're talking to each other?,False,0,NONE,brown-adam3to4
1606,what're they saying?,True,1,MQ_OBJ,brown-adam3to4
1607,oh?,False,0,NONE,brown-adam3to4
1608,what's the boy's name?,True,1,MQ_OBJ,brown-adam3to4
1609,may I have one?,False,0,NONE,brown-adam3to4
1610,I'd like to have one.,False,0,NONE,brown-adam3to4
1611,they don't stick very well.,False,0,NONE,brown-adam3to4
1612,you've got too much water on it maybe.,False,0,NONE,brown-adam3to4
1613,just lick it a little.,False,0,NONE,brown-adam3to4
1614,that what?,False,0,NONE,brown-adam3to4
1615,that bus went away?,False,0,NONE,brown-adam3to4
1616,"yes, another bus.",False,0,NONE,brown-adam3to4
1617,"yes, Harvard_Square bus.",False,0,NONE,brown-adam3to4
1618,because I can read.,False,0,NONE,brown-adam3to4
1619,goodbye.,False,0,NONE,brown-adam3to4
1620,what are you doing?,True,1,MQ_OBJ,brown-adam3to4
1621,what are you playing?,True,1,MQ_OBJ,brown-adam3to4
1622,what kind of game?,False,0,NONE,brown-adam3to4
1623,uhhuh.,False,0,NONE,brown-adam3to4
1624,what?,False,0,NONE,brown-adam3to4
1625,can I play?,False,0,NONE,brown-adam3to4
1626,no?,False,0,NONE,brown-adam3to4
1627,why?,False,0,NONE,brown-adam3to4
1628,Shadow_Gay.,False,0,NONE,brown-adam3to4
1629,"I think you have to try another one, Adam.",False,0,NONE,brown-adam3to4
1630,is that a picture of anything special?,False,0,NONE,brown-adam3to4
1631,what is it?,True,1,MQ_OBJ,brown-adam3to4
1632,me?,False,0,NONE,brown-adam3to4
1633,"I 'm going to finish, all done.",False,0,NONE,brown-adam3to4
1634,"yes, you are.",False,0,NONE,brown-adam3to4
1635,what's funny?,True,1,MQ_SUBJ,brown-adam3to4
1636,"that looks like you're making a salad, Adam.",False,0,NONE,brown-adam3to4
1637,"yes, yes when she goes home she'll catch the Harvard_Square bus.",True,1,EQ_ADJUNCT,brown-adam3to4
1638,"not today, one day.",False,0,NONE,brown-adam3to4
1639,yes.,False,0,NONE,brown-adam3to4
1640,yes.,False,0,NONE,brown-adam3to4
1641,you.,False,0,NONE,brown-adam3to4
1642,yes.,False,0,NONE,brown-adam3to4
1643,you what?,False,0,NONE,brown-adam3to4
1644,you don't like the Harvard_Square bus?,False,0,NONE,brown-adam3to4
1645,why not?,False,0,NONE,brown-adam3to4
1646,"no, it's not dirty.",False,0,NONE,brown-adam3to4
1647,"no, buses are usually pretty clean.",False,0,NONE,brown-adam3to4
1648,no.,False,0,NONE,brown-adam3to4
1649,that's very pretty.,False,0,NONE,brown-adam3to4
1650,they're matches?,False,0,NONE,brown-adam3to4
1651,no.,False,0,NONE,brown-adam3to4
1652,"what do you mean, Adam?",True,1,MQ_OBJ,brown-adam3to4
1653,you're ready for your lunch?,False,0,NONE,brown-adam3to4
1654,what would you like for your lunch?,True,1,MQ_OBJ,brown-adam3to4
1655,some macaroni?,False,0,NONE,brown-adam3to4
1656,I 'm afraid we don't have any macaroni.,False,0,NONE,brown-adam3to4
1657,play with this?,False,0,NONE,brown-adam3to4
1658,ok.,False,0,NONE,brown-adam3to4
1659,macaroni.,False,0,NONE,brown-adam3to4
1660,here's some macaroni.,False,0,NONE,brown-adam3to4
1661,here's some milk.,False,0,NONE,brown-adam3to4
1662,and macaroni.,False,0,NONE,brown-adam3to4
1663,into your macaroni?,False,0,NONE,brown-adam3to4
1664,I don't think you'd like that.,False,0,NONE,brown-adam3to4
1665,you have macaroni and cheese.,False,0,NONE,brown-adam3to4
1666,it makes you eat?,False,0,NONE,brown-adam3to4
1667,this sometimes makes you cry?,False,0,NONE,brown-adam3to4
1668,because Shadow_Gay drinks his milk.,False,0,NONE,brown-adam3to4
1669,very good.,False,0,NONE,brown-adam3to4
1670,put you to bed?,False,0,NONE,brown-adam3to4
1671,here's a bed right here.,False,0,NONE,brown-adam3to4
1672,"nightnight, have a nice nap.",False,0,NONE,brown-adam3to4
1673,it's a sign.,False,0,NONE,brown-adam3to4
1674,it moves?,False,0,NONE,brown-adam3to4
1675,what do you mean it moves?,True,1,MQ_OBJ,brown-adam3to4
1676,what does it do?,True,1,MQ_OBJ,brown-adam3to4
1677,it has someone's name on it.,False,0,NONE,brown-adam3to4
1678,"no, not your name.",False,0,NONE,brown-adam3to4
1679,whose name do you think?,False,0,NONE,brown-adam3to4
1680,Robin?,False,0,NONE,brown-adam3to4
1681,not Robin.,False,0,NONE,brown-adam3to4
1682,David.,False,0,NONE,brown-adam3to4
1683,"yes, that's David.",False,0,NONE,brown-adam3to4
1684,"no, that's Bellugi.",False,0,NONE,brown-adam3to4
1685,that's David's last name like your last name is Smith.,False,0,NONE,brown-adam3to4
1686,mmhm.,False,0,NONE,brown-adam3to4
1687,you want some macaroni.,False,0,NONE,brown-adam3to4
1688,I just gave you some more.,False,0,NONE,brown-adam3to4
1689,"oh, you didn't want very much macaroni, did you?",False,0,NONE,brown-adam3to4
1690,"please, don't spill your macaroni.",False,0,NONE,brown-adam3to4
1691,did you eat all of that?,False,0,NONE,brown-adam3to4
1692,alright.,False,0,NONE,brown-adam3to4
1693,"does it taste very good, Adam?",False,0,NONE,brown-adam3to4
1694,here's some salt.,False,0,NONE,brown-adam3to4
1695,alright.,False,0,NONE,brown-adam3to4
1696,your fork?,False,0,NONE,brown-adam3to4
1697,there it is.,False,0,NONE,brown-adam3to4
1698,alright.,False,0,NONE,brown-adam3to4
1699,would you like anything else?,False,0,NONE,brown-adam3to4
1700,what?,False,0,NONE,brown-adam3to4
1701,like a barrel of fun?,False,0,NONE,brown-adam3to4
1702,in the dining room?,False,0,NONE,brown-adam3to4
1703,alright.,False,0,NONE,brown-adam3to4
1704,would you like to pick the things up now?,False,0,NONE,brown-adam3to4
1705,wants some too?,False,0,NONE,brown-adam3to4
1706,you didn't pick everything up.,False,0,NONE,brown-adam3to4
1707,look behind you.,False,0,NONE,brown-adam3to4
1708,"ok, pick up the knife.",False,0,NONE,brown-adam3to4
1709,what about the book?,False,0,NONE,brown-adam3to4
1710,there's a pen there.,False,0,NONE,brown-adam3to4
1711,alright.,False,0,NONE,brown-adam3to4
1712,children.,False,0,NONE,brown-adam3to4
1713,children playing.,False,0,NONE,brown-adam3to4
1714,"look, Adam, they're all singing and dancing around.",False,0,NONE,brown-adam3to4
1715,"they're at a camp, singing songs.",False,0,NONE,brown-adam3to4
1716,alright.,False,0,NONE,brown-adam3to4
1717,get up here.,False,0,NONE,brown-adam3to4
1718,what?,False,0,NONE,brown-adam3to4
1719,pickle man.,False,0,NONE,brown-adam3to4
1720,"oh, tops to it?",False,0,NONE,brown-adam3to4
1721,"aah, that tastes good, doesn't it, Adam?",False,0,NONE,brown-adam3to4
1722,jumping for joy aren't you?,False,0,NONE,brown-adam3to4
1723,he's happy.,False,0,NONE,brown-adam3to4
1724,where's the merrygoround?,True,1,MQ_ADJUNCT,brown-adam3to4
1725,what're you doing?,True,1,MQ_OBJ,brown-adam3to4
1726,can I cut you a slice?,False,0,NONE,brown-adam3to4
1727,just one.,False,0,NONE,brown-adam3to4
1728,do you want the cover on it?,False,0,NONE,brown-adam3to4
1729,say thank you.,False,0,NONE,brown-adam3to4
1730,"I don't think so, thank you.",False,0,NONE,brown-adam3to4
1731,did you sing a song for Ursula?,False,0,NONE,brown-adam3to4
1732,did you sing Yankee_Doodle?,False,0,NONE,brown-adam3to4
1733,riding a what?,False,0,NONE,brown-adam3to4
1734,what'd he do?,True,1,MQ_OBJ,brown-adam3to4
1735,where?,False,0,NONE,brown-adam3to4
1736,and what did he call it?,True,1,EQ_OBJ,brown-adam3to4
1737,can you say hello?,False,0,NONE,brown-adam3to4
1738,say hello.,False,0,NONE,brown-adam3to4
1739,I don't know.,False,0,NONE,brown-adam3to4
1740,that's right.,False,0,NONE,brown-adam3to4
1741,put them in front of you.,False,0,NONE,brown-adam3to4
1742,no.,False,0,NONE,brown-adam3to4
1743,no.,False,0,NONE,brown-adam3to4
1744,I don't know.,False,0,NONE,brown-adam3to4
1745,he's talking to you about something.,False,0,NONE,brown-adam3to4
1746,"do you like cheese, Adam?",False,0,NONE,brown-adam3to4
1747,what do you have on your cracker?,True,1,MQ_OBJ,brown-adam3to4
1748,is that your favorite kind?,False,0,NONE,brown-adam3to4
1749,why is that Mr Pickle?,True,1,MQ_ADJUNCT,brown-adam3to4
1750,from the tv set?,False,0,NONE,brown-adam3to4
1751,does she let you watch it?,False,0,NONE,brown-adam3to4
1752,I've never seen Mr Pickle.,False,0,NONE,brown-adam3to4
1753,what does he look like?,True,1,MQ_OBJ,brown-adam3to4
1754,I think there's a piece of cheese on your plate.,False,0,NONE,brown-adam3to4
1755,"you're really getting very tall, Adam.",False,0,NONE,brown-adam3to4
1756,"like me, yes.",False,0,NONE,brown-adam3to4
1757,"what's on your glass, Adam?",True,1,MQ_SUBJ,brown-adam3to4
1758,"oh, Flintstones.",False,0,NONE,brown-adam3to4
1759,Mommy what?,False,0,NONE,brown-adam3to4
1760,what're you doing?,True,1,MQ_OBJ,brown-adam3to4
1761,"who does that, Adam?",True,1,MQ_SUBJ,brown-adam3to4
1762,Rocky?,False,0,NONE,brown-adam3to4
1763,is Rocky somebody on tv?,False,0,NONE,brown-adam3to4
1764,how do you watch Cocoamarsh?,True,1,MQ_ADJUNCT,brown-adam3to4
1765,is that on tv too?,False,0,NONE,brown-adam3to4
1766,Mommy let you watch what?,False,0,NONE,brown-adam3to4
1767,what?,False,0,NONE,brown-adam3to4
1768,Zorex.,False,0,NONE,brown-adam3to4
1769,it's a drink *NULL* you mix.,True,1,RC_OBJ,brown-adam3to4
1770,yes.,False,0,NONE,brown-adam3to4
1771,mix it with what?,False,0,NONE,brown-adam3to4
1772,"oh no, not with my mixer.",False,0,NONE,brown-adam3to4
1773,I just put water in it.,False,0,NONE,brown-adam3to4
1774,there's a balcony on the next floor.,False,0,NONE,brown-adam3to4
1775,on the floor downstairs.,False,0,NONE,brown-adam3to4
1776,the little balcony where you play outside.,True,1,RC_ADJUNCT,brown-adam3to4
1777,you saw some friends?,False,0,NONE,brown-adam3to4
1778,where was that?,True,1,MQ_ADJUNCT,brown-adam3to4
1779,did you meet some friends there?,False,0,NONE,brown-adam3to4
1780,"oh, you did?",False,0,NONE,brown-adam3to4
1781,what was his name?,True,1,MQ_OBJ,brown-adam3to4
1782,"oh, you don't know his name?",False,0,NONE,brown-adam3to4
1783,you mean the little children who came to visit you?,True,1,RC_SUBJ,brown-adam3to4
1784,do you remember their names?,False,0,NONE,brown-adam3to4
1785,what were their names?,True,1,MQ_OBJ,brown-adam3to4
1786,what is that?,True,1,MQ_OBJ,brown-adam3to4
1787,I don't know.,False,0,NONE,brown-adam3to4
1788,I 'm looking for a pencil.,False,0,NONE,brown-adam3to4
1789,I don't have a pencil in there.,False,0,NONE,brown-adam3to4
1790,you want a pencil too?,False,0,NONE,brown-adam3to4
1791,alright.,False,0,NONE,brown-adam3to4
1792,bring my purse.,False,0,NONE,brown-adam3to4
1793,"Adam, would you like to close that door?",False,0,NONE,brown-adam3to4
1794,no?,False,0,NONE,brown-adam3to4
1795,let's have something *NULL* to read.,True,1,RC_OBJ,brown-adam3to4
1796,I have something *NULL* to read.,True,1,RC_OBJ,brown-adam3to4
1797,shall we look at this?,False,0,NONE,brown-adam3to4
1798,what are those?,True,1,MQ_OBJ,brown-adam3to4
1799,"no, I won't.",False,0,NONE,brown-adam3to4
1800,"no, I will not.",False,0,NONE,brown-adam3to4
1801,because you didn't eat your breakfast.,False,0,NONE,brown-adam3to4
1802,do you think it's hard to wake up in the morning?,False,0,NONE,brown-adam3to4
1803,you don't have to go to bed again.,False,0,NONE,brown-adam3to4
1804,what?,False,0,NONE,brown-adam3to4
1805,thank you.,False,0,NONE,brown-adam3to4
1806,I think that's enough.,False,0,NONE,brown-adam3to4
1807,"oh, thank you.",False,0,NONE,brown-adam3to4
1808,"what is that, Adam?",True,1,MQ_OBJ,brown-adam3to4
1809,do you have some things *NULL* to hang up?,True,1,RC_OBJ,brown-adam3to4
1810,are you all finished with that.,False,0,NONE,brown-adam3to4
1811,you haven't even tried it yet.,False,0,NONE,brown-adam3to4
1812,do you have something *NULL* to hang up?,True,1,RC_OBJ,brown-adam3to4
1813,what?,False,0,NONE,brown-adam3to4
1814,"oh, that's a clothesline?",False,0,NONE,brown-adam3to4
1815,do you want to hang this up?,False,0,NONE,brown-adam3to4
1816,do I want to be Ursula?,False,0,NONE,brown-adam3to4
1817,what're you opening now?,True,1,MQ_OBJ,brown-adam3to4
1818,you like what?,False,0,NONE,brown-adam3to4
1819,cheek?,False,0,NONE,brown-adam3to4
1820,what about cheek?,False,0,NONE,brown-adam3to4
1821,"oh yes, thank you.",False,0,NONE,brown-adam3to4
1822,what do you think that is?,True,1,EQ_OBJ,brown-adam3to4
1823,I think perhaps I can find some handkerchiefs.,False,0,NONE,brown-adam3to4
1824,don't step on Paul's blanket.,False,0,NONE,brown-adam3to4
1825,where are you going?,True,1,MQ_ADJUNCT,brown-adam3to4
1826,careful of Paul.,False,0,NONE,brown-adam3to4
1827,you didn't hang the socks up.,False,0,NONE,brown-adam3to4
1828,why not?,False,0,NONE,brown-adam3to4
1829,"oh, I think it can.",False,0,NONE,brown-adam3to4
1830,there's another pin on the floor there.,False,0,NONE,brown-adam3to4
1831,yes.,False,0,NONE,brown-adam3to4
1832,why don't you hang it up by the heel.,True,1,MQ_ADJUNCT,brown-adam3to4
1833,this one.,False,0,NONE,brown-adam3to4
1834,"well, hang it by the toe.",False,0,NONE,brown-adam3to4
1835,this is the toe.,False,0,NONE,brown-adam3to4
1836,what?,False,0,NONE,brown-adam3to4
1837,are you putting all those away already?,False,0,NONE,brown-adam3to4
1838,you didn't cook anything.,False,0,NONE,brown-adam3to4
1839,make some breakfast.,False,0,NONE,brown-adam3to4
1840,there're so many things in here.,False,0,NONE,brown-adam3to4
1841,hmm?,False,0,NONE,brown-adam3to4
1842,that's for a baby doll.,False,0,NONE,brown-adam3to4
1843,"yes, when she cries.",True,1,EQ_ADJUNCT,brown-adam3to4
1844,do you have a doll?,False,0,NONE,brown-adam3to4
1845,"maybe it's in this bag, Adam.",False,0,NONE,brown-adam3to4
1846,what did you take?,True,1,MQ_OBJ,brown-adam3to4
1847,what is it?,True,1,MQ_OBJ,brown-adam3to4
1848,you could drop the clothespins in here.,False,0,NONE,brown-adam3to4
1849,what hurt you?,True,1,MQ_SUBJ,brown-adam3to4
1850,you will?,False,0,NONE,brown-adam3to4
1851,"careful, Adam,",False,0,NONE,brown-adam3to4
1852,you may pull the ironing board down.,False,0,NONE,brown-adam3to4
1853,don't pull on it.,False,0,NONE,brown-adam3to4
1854,the iron might fall.,False,0,NONE,brown-adam3to4
1855,then where will we tie it?,True,1,MQ_ADJUNCT,brown-adam3to4
1856,"no, don't pull like this.",False,0,NONE,brown-adam3to4
1857,where will we put it?,True,1,MQ_ADJUNCT,brown-adam3to4
1858,then you cann't hang anything.,False,0,NONE,brown-adam3to4
1859,you will.,False,0,NONE,brown-adam3to4
1860,"oh, what would you do with it?",True,1,MQ_OBJ,brown-adam3to4
1861,shake it?,False,0,NONE,brown-adam3to4
1862,"oh, maybe I've got a sifter.",False,0,NONE,brown-adam3to4
1863,I just put something in it.,False,0,NONE,brown-adam3to4
1864,"no no no, just pretend.",False,0,NONE,brown-adam3to4
1865,what?,False,0,NONE,brown-adam3to4
1866,piano?,False,0,NONE,brown-adam3to4
1867,oh.,False,0,NONE,brown-adam3to4
1868,how about this one?,False,0,NONE,brown-adam3to4
1869,does that one have a top?,False,0,NONE,brown-adam3to4
1870,what do you think you cook in here?,True,1,EQ_OBJ,brown-adam3to4
1871,what're you putting him down there for?,True,1,MQ_OBJ,brown-adam3to4
1872,strong master.,False,0,NONE,brown-adam3to4
1873,do you mean strong man?,False,0,NONE,brown-adam3to4
1874,is that the circus strong man?,False,0,NONE,brown-adam3to4
1875,where is he?,True,1,MQ_ADJUNCT,brown-adam3to4
1876,"no, don't break him apart.",False,0,NONE,brown-adam3to4
1877,you broke that thing off?,False,0,NONE,brown-adam3to4
1878,what do you call that thing?,True,1,MQ_OBJ,brown-adam3to4
1879,strong man.,False,0,NONE,brown-adam3to4
1880,barbell.,False,0,NONE,brown-adam3to4
1881,I guess you'd call it barbell.,False,0,NONE,brown-adam3to4
1882,"oh, what would hurt him?",True,1,MQ_SUBJ,brown-adam3to4
1883,don't sit on him.,False,0,NONE,brown-adam3to4
1884,"careful, Adam.",False,0,NONE,brown-adam3to4
1885,"Adam, there's a clown here and a ringmaster.",False,0,NONE,brown-adam3to4
1886,what?,False,0,NONE,brown-adam3to4
1887,he's the ring master.,False,0,NONE,brown-adam3to4
1888,what?,False,0,NONE,brown-adam3to4
1889,he's going to hit the lion.,False,0,NONE,brown-adam3to4
1890,does he have skates on?,False,0,NONE,brown-adam3to4
1891,where?,False,0,NONE,brown-adam3to4
1892,"no, that's not a sword, that's a knife.",False,0,NONE,brown-adam3to4
1893,"no, you didn't.",False,0,NONE,brown-adam3to4
1894,Joshua had a sword.,False,0,NONE,brown-adam3to4
1895,she doesn't have a sword.,False,0,NONE,brown-adam3to4
1896,you cann't fight with her.,False,0,NONE,brown-adam3to4
1897,hmm?,False,0,NONE,brown-adam3to4
1898,you're folding your sword?,False,0,NONE,brown-adam3to4
1899,that's a knife for cutting chicken.,False,0,NONE,brown-adam3to4
1900,it's suppertime?,False,0,NONE,brown-adam3to4
1901,alright.,False,0,NONE,brown-adam3to4
1902,what did you cook?,True,1,MQ_OBJ,brown-adam3to4
1903,meat?,False,0,NONE,brown-adam3to4
1904,you could set the table.,False,0,NONE,brown-adam3to4
1905,alright.,False,0,NONE,brown-adam3to4
1906,you're going to warm it up?,False,0,NONE,brown-adam3to4
1907,that's a spoon?,False,0,NONE,brown-adam3to4
1908,you want me to eat the lion?,False,0,NONE,brown-adam3to4
1909,"oh, this is a spoon.",False,0,NONE,brown-adam3to4
1910,"oh, I 'm sorry.",False,0,NONE,brown-adam3to4
1911,and I have to eat from the pan?,False,0,NONE,brown-adam3to4
1912,"what do I have to eat, Adam?",True,1,MQ_OBJ,brown-adam3to4
1913,just sugar?,False,0,NONE,brown-adam3to4
1914,you put some tea in my sugar?,False,0,NONE,brown-adam3to4
1915,"Adam, what do I have to eat?",True,1,MQ_OBJ,brown-adam3to4
1916,Adam's eating chicken?,False,0,NONE,brown-adam3to4
1917,what is Ursula having?,True,1,MQ_OBJ,brown-adam3to4
1918,"oh, sugar in meat?",False,0,NONE,brown-adam3to4
1919,"oh, you don't like yours?",False,0,NONE,brown-adam3to4
1920,maybe it needs some more sugar.,False,0,NONE,brown-adam3to4
1921,pipe?,False,0,NONE,brown-adam3to4
1922,"I have finished, thank you.",False,0,NONE,brown-adam3to4
1923,"oh, we're going to have icecream for dessert?",False,0,NONE,brown-adam3to4
1924,"Adam, do you have to down to the toilet?",False,0,NONE,brown-adam3to4
1925,thank you.,False,0,NONE,brown-adam3to4
1926,would you like to go?,False,0,NONE,brown-adam3to4
1927,what color is that one?,True,1,MQ_OBJ,brown-adam3to4
1928,what color is this one?,True,1,MQ_OBJ,brown-adam3to4
1929,not really.,False,0,NONE,brown-adam3to4
1930,just pretend.,False,0,NONE,brown-adam3to4
1931,you will put what in it?,False,0,NONE,brown-adam3to4
1932,"say thank you, Adam, that was very good.",False,0,NONE,brown-adam3to4
1933,alright.,False,0,NONE,brown-adam3to4
1934,this is icecream?,False,0,NONE,brown-adam3to4
1935,what kind of icecream?,False,0,NONE,brown-adam3to4
1936,sugar icecream?,False,0,NONE,brown-adam3to4
1937,that's too sweet.,False,0,NONE,brown-adam3to4
1938,what is that?,True,1,MQ_OBJ,brown-adam3to4
1939,a pipe?,False,0,NONE,brown-adam3to4
1940,a cigarette?,False,0,NONE,brown-adam3to4
1941,thank you.,False,0,NONE,brown-adam3to4
1942,you're going where?,False,0,NONE,brown-adam3to4
1943,hang the line up?,False,0,NONE,brown-adam3to4
1944,where shall I tie it?,True,1,MQ_ADJUNCT,brown-adam3to4
1945,what happened?,True,1,MQ_SUBJ,brown-adam3to4
1946,that's too bad.,False,0,NONE,brown-adam3to4
1947,you'll have to pay Ursula for that.,False,0,NONE,brown-adam3to4
1948,don't you have some money?,False,0,NONE,brown-adam3to4
1949,someone threw your money away?,False,0,NONE,brown-adam3to4
1950,"I have finished, thank you.",False,0,NONE,brown-adam3to4
1951,"Adam, I'll go downstairs with you.",False,0,NONE,brown-adam3to4
1952,I'll fix your clothesline while you're gone.,False,0,NONE,brown-adam3to4
1953,"ask her to excuse us, please.",False,0,NONE,brown-adam3to4
1954,alright.,False,0,NONE,brown-adam3to4
1955,alright.,False,0,NONE,brown-adam3to4
1956,how do you fix that?,True,1,MQ_ADJUNCT,brown-adam3to4
1957,"oh, do you want me to hang some clothes?",False,0,NONE,brown-adam3to4
1958,could I hang a sock?,False,0,NONE,brown-adam3to4
1959,I need a clothespin.,False,0,NONE,brown-adam3to4
1960,do you want that one?,False,0,NONE,brown-adam3to4
1961,is it dry?,False,0,NONE,brown-adam3to4
1962,you must leave it there till it's dry.,False,0,NONE,brown-adam3to4
1963,you took all the laundry down?,False,0,NONE,brown-adam3to4
1964,good.,False,0,NONE,brown-adam3to4
1965,"the little golden al bl cl, you read it to me.",False,0,NONE,brown-adam3to4
1966,what is that?,True,1,MQ_OBJ,brown-adam3to4
1967,al is for,False,0,NONE,brown-adam3to4
1968,alligator.,False,0,NONE,brown-adam3to4
1969,what is that?,True,1,MQ_OBJ,brown-adam3to4
1970,that's right.,False,0,NONE,brown-adam3to4
1971,what is that?,True,1,MQ_OBJ,brown-adam3to4
1972,playing ball.,False,0,NONE,brown-adam3to4
1973,what is that?,True,1,MQ_OBJ,brown-adam3to4
1974,what do you think is happening?,True,1,EQ_SUBJ,brown-adam3to4
1975,"boat, mmhm.",False,0,NONE,brown-adam3to4
1976,what else?,False,0,NONE,brown-adam3to4
